"id","sid","2015-10-08 00:00:00","2015-10-08 00:10:00","2015-10-08 00:20:00","2015-10-08 00:30:00","2015-10-08 00:40:00","2015-10-08 00:50:00","2015-10-08 01:00:00","2015-10-08 01:10:00","2015-10-08 01:20:00","2015-10-08 01:30:00","2015-10-08 01:40:00","2015-10-08 01:50:00","2015-10-08 02:00:00","2015-10-08 02:10:00","2015-10-08 02:20:00","2015-10-08 02:30:00","2015-10-08 02:40:00","2015-10-08 02:50:00","2015-10-08 03:00:00","2015-10-08 03:10:00","2015-10-08 03:20:00","2015-10-08 03:30:00","2015-10-08 03:40:00","2015-10-08 03:50:00","2015-10-08 04:00:00","2015-10-08 04:10:00","2015-10-08 04:20:00","2015-10-08 04:30:00","2015-10-08 04:40:00","2015-10-08 04:50:00","2015-10-08 05:00:00","2015-10-08 05:10:00","2015-10-08 05:20:00","2015-10-08 05:30:00","2015-10-08 05:40:00","2015-10-08 05:50:00","2015-10-08 06:00:00","2015-10-08 06:10:00","2015-10-08 06:20:00","2015-10-08 06:30:00","2015-10-08 06:40:00","2015-10-08 06:50:00","2015-10-08 07:00:00","2015-10-08 07:10:00","2015-10-08 07:20:00","2015-10-08 07:30:00","2015-10-08 07:40:00","2015-10-08 07:50:00","2015-10-08 08:00:00","2015-10-08 08:10:00","2015-10-08 08:20:00","2015-10-08 08:30:00","2015-10-08 08:40:00","2015-10-08 08:50:00","2015-10-08 09:00:00","2015-10-08 09:10:00","2015-10-08 09:20:00","2015-10-08 09:30:00","2015-10-08 09:40:00","2015-10-08 09:50:00","2015-10-08 10:00:00","2015-10-08 10:10:00","2015-10-08 10:20:00","2015-10-08 10:30:00","2015-10-08 10:40:00","2015-10-08 10:50:00","2015-10-08 11:00:00","2015-10-08 11:10:00","2015-10-08 11:20:00","2015-10-08 11:30:00","2015-10-08 11:40:00","2015-10-08 11:50:00","2015-10-08 12:00:00","2015-10-08 12:10:00","2015-10-08 12:20:00","2015-10-08 12:30:00","2015-10-08 12:40:00","2015-10-08 12:50:00","2015-10-08 13:00:00","2015-10-08 13:10:00","2015-10-08 13:20:00","2015-10-08 13:30:00","2015-10-08 13:40:00","2015-10-08 13:50:00","2015-10-08 14:00:00","2015-10-08 14:10:00","2015-10-08 14:20:00","2015-10-08 14:30:00","2015-10-08 14:40:00","2015-10-08 14:50:00","2015-10-08 15:00:00","2015-10-08 15:10:00","2015-10-08 15:20:00","2015-10-08 15:30:00","2015-10-08 15:40:00","2015-10-08 15:50:00","2015-10-08 16:00:00","2015-10-08 16:10:00","2015-10-08 16:20:00","2015-10-08 16:30:00","2015-10-08 16:40:00","2015-10-08 16:50:00","2015-10-08 17:00:00","2015-10-08 17:10:00","2015-10-08 17:20:00","2015-10-08 17:30:00","2015-10-08 17:40:00","2015-10-08 17:50:00","2015-10-08 18:00:00","2015-10-08 18:10:00","2015-10-08 18:20:00","2015-10-08 18:30:00","2015-10-08 18:40:00","2015-10-08 18:50:00","2015-10-08 19:00:00","2015-10-08 19:10:00","2015-10-08 19:20:00","2015-10-08 19:30:00","2015-10-08 19:40:00","2015-10-08 19:50:00","2015-10-08 20:00:00","2015-10-08 20:10:00","2015-10-08 20:20:00","2015-10-08 20:30:00","2015-10-08 20:40:00","2015-10-08 20:50:00","2015-10-08 21:00:00","2015-10-08 21:10:00","2015-10-08 21:20:00","2015-10-08 21:30:00","2015-10-08 21:40:00","2015-10-08 21:50:00","2015-10-08 22:00:00","2015-10-08 22:10:00","2015-10-08 22:20:00","2015-10-08 22:30:00","2015-10-08 22:40:00","2015-10-08 22:50:00","2015-10-08 23:00:00","2015-10-08 23:10:00","2015-10-08 23:20:00","2015-10-08 23:30:00","2015-10-08 23:40:00","2015-10-08 23:50:00","2015-10-09 00:00:00"
"35",233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,2,3,3,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,6,6,6,7,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,5,4,4,5,6,5,5,5,7,7,7,7,7,7,7,6
"36",236,33,33,32,30,32,31,31,0,0,0,18,15,19,20,21,22,22,24,25,27,32,31,30,30,29,36,37,36,36,35,25,33,32,32,32,32,32,32,33,33,32,32,32,32,33,33,34,34,34,34,34,34,34,35,35,35,35,35,35,36,36,36,36,34,34,34,34,34,33,33,30,28,28,29,27,23,18,12,10,6,0,0,0,0,0,15,17,16,14,9,8,7,4,4,4,6,2,1,1,0,2,3,4,1,2,5,0,0,0,0,16,24,22,20,18,17,19,19,18,17,16,16,14,15,14,14,0,15,16,16,17,19,26,28,33,35,9,35,35,34,32,27,34,33,33
"37",237,37,37,36,36,34,35,36,37,34,34,33,37,38,38,38,37,38,38,37,36,33,35,34,34,33,34,33,34,33,33,33,32,31,32,32,31,30,31,32,33,34,34,34,34,34,34,34,34,34,34,34,33,33,32,32,32,32,32,32,32,30,28,26,26,27,27,26,26,25,24,20,19,18,17,15,14,7,0,1,0,2,0,0,0,0,0,1,0,1,0,1,3,1,0,2,0,0,0,1,1,0,3,3,4,5,3,4,3,3,0,1,0,0,0,0,1,0,0,0,1,3,2,0,1,3,4,6,7,5,4,9,7,11,13,17,17,21,21,32,34,37,37,37,37,37
"38",238,31,31,31,31,31,31,31,31,30,31,31,30,28,28,27,27,29,28,27,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,23,23,24,24,22,17,16,13,13,10,8,3,2,1,2,3,2,2,0,1,1,1,0,2,1,3,1,2,3,3,3,6,6,7,7,6,4,3,2,4,4,5,5,5,5,5,6,6,5,4,4,3,4,5,5,5,5,3,5,6,7,6,10,12,9,14,17,21,20,24,24,27,29,29,29,27,28,28,28,28
"39",239,10,9,9,9,8,7,6,5,5,3,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,5,6,8,9,11,11,21,25,26,28,29,29,29,29,28,28,27,28,28,28,28,27,27,27,27,30,29,27,29,29,26,26,29,28,28,28,28,27,26,24,24,25,25,26,26,26,25,27,27,29,29,29,30,30,30,29,28,28,26,27,26,26,25,24,21,19,15,15,13,12,13,13,12,12,10
"40",241,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,2,2,2,5,4
"41",242,15,14,14,14,14,14,14,14,14,14,14,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,13,12,12,11,11,9,10,12,12,13,13,15,13,13,15,14,13,13,13,13,13,14,14,14,13,14,14,15,12,11,12,10,10,10,11,10,12,10,10,10,10,10,10,8,7,7,7,7,7,7,7,6,7,6,7,6,5,6,6,5,5,5,3,4,4,2,1,0,0,0,1,1
"42",243,7,7,7,7,7,7,7,6,6,5,3,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,2,3,3,3,7,10,16,18,18,20,24,23,23,22,22,22,22,22,22,23,23,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,24,24,23,22,22,22,22,22,22,22,22,22,23,23,22,22,23,23,22,22,21,21,21,22,22,20,17,17,17,18,17,16,16
"43",244,9,8,8,9,8,8,9,10,11,11,14,16,16,16,16,17,17,15,16,16,16,16,16,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,16,16,16,12,11,8,6,4,4,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,7,5,3,3,4,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,3,4,3,1,0,2,4,5
"44",245,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,3,3,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,7,7,7,6,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,7,7,7,9,10,10,10,11,11,12,12,12,11,12
"45",247,18,17,19,19,19,19,19,17,16,17,18,19,18,18,16,16,16,16,15,15,15,14,13,13,14,14,14,14,14,13,13,13,13,13,12,12,12,12,14,14,14,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,7,7,6,5,6,4,5,5,5,6,4,0,0,0,2,2,2,3,1,1,0,0,1,3,2,3,5,4,4,1,0,0,0,0,2,3,5,3,1,1,1,2,1,1,0,0,0,3,1,0,0,0,2,4,5,2,5,10,11,11,14,11,11,13,15,16,18,17,18,17,18,17,18,16,17,17,17,16,16,17
"46",248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,4,3,3,3,3,5,6,7,8,8,10,17,18,20,22,23,23,23,23,23,22,22,23,23,23,23,22,22,23,23,23,21,22,23,22,21,22,23,23,22,22,22,22,21,23,22,21,20,19,17,18,18,18,18,18,18,18,18,18,19,18,19,18,17,14,12,11,9,8,8,6,5,5,5,5,4,3
"47",249,1,2,1,0,0,0,0,1,0,0,0,0,0,2,1,1,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,3,3,9,8,7,8,7,7,9,11,15,16,18,22,24,26,26,26,26,26,26,26,26,25,26,26,26,25,25,25,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,26,25,25,25,25,24,25,25,24,24,23,24,23,22,23,23,23,24,25,25,24,23,21,17,15,15,13,12,10,7,5,2
"48",250,2,0,1,2,1,0,0,1,4,2,0,0,1,1,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,4,4,6,7,7,8,9,10,11,11,11,15,15,17,17,19,27,25,26,25,30,31,32,35,33,35,35,35,34,34,32,32,32,28,29,29,30,31,31,29,32,30,30,30,32,31,33,32,33,34,32,35,33,34,35,35,35,32,33,31,33,29,31,32,30,31,32,30,30,30,22,22,16,9,5,1,3,0,0,1,1,4
"49",251,22,23,20,21,22,23,26,25,26,23,21,19,18,15,17,16,14,14,14,14,12,11,12,12,11,12,11,11,10,10,10,11,11,11,12,11,11,11,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,11,11,11,11,11,10,9,9,8,6,5,5,5,7,7,6,4,2,6,4,5,4,2,1,3,1,2,4,4,1,6,11,11,16,14,14,18,21,18,17,18,19,17,19,20,22,24,26,27,22,23,23,25,24,25,27,27,26,26,27,27,26,27,27,27,27,27,27,25,26,27,27,26,27,26,25,24,24,27,27,26,25,25,24,24,22
"50",252,30,31,29,30,29,30,29,27,25,25,28,26,26,25,21,22,21,22,21,19,19,19,18,18,18,19,18,16,16,15,15,15,16,16,16,16,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,15,16,15,14,14,16,16,18,17,16,13,9,11,10,13,15,16,14,12,10,10,8,7,9,7,8,7,5,5,5,3,5,4,8,10,9,13,14,15,18,18,18,22,21,25,26,26,26,26,24,21,19,21,20,20,22,21,23,23,20,19,18,20,21,21,23,25,25,27,23,31,29,31,29,31,30,31,31,31
"51",253,13,12,10,7,7,7,7,7,8,4,4,4,3,0,2,2,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,5,7,7,8,7,6,6,6,6,5,1,5,6,9,14,16,19,21,23,24,22,27,27,27,27,28,29,31,34,36,37,37,45,49,50,49,49,49,49,52,52,53,53,53,53,51,48,46,45,43,42,42,45,42,36,36,37,37,39,40,41,39,35,34,31,30,30,28,25,23,25,25,27,28,37,35,37,37,37,36,39,37,38,32
"52",257,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,1,1,1,2,1,0,3,3,5,5,5,7,7,9,13,15,16,19,23,29,30,33,36,36,36,36,35,32,34,34,36,36,38,34,35,35,37,36,34,32,31,35,34,34,34,32,31,30,29,30,31,33,34,34,35,35,33,30,31,31,30,31,29,28,26,26,22,20,18,18,17,15,16,14,8,9,10,10,8
"53",258,5,5,5,5,7,7,8,9,10,10,10,8,8,8,8,7,9,9,9,9,9,9,9,7,6,7,7,8,8,8,8,8,8,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,2,2,2,2,2,2,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,2,3,4,4,5,6,4,4,4,5,5,6,8,8,9,9,10,11
"54",259,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,2,2,3,2,2,2,2,3,5,6,10,16,20,22,27,25,24,26,28,30,30,29,29,29,28,24,23,22,21,21,23,24,24,25,25,24,22,21,23,19,19,18,18,17,21,21,21,22,25,22,26,27,27,25,28,27,25,26,26,25,24,21,17,12,9,5,2,1,0,1,4,6,4,2,3,2,1,1,1
"55",260,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,5,8,8,11,13,13,11,18,19,16,15,18,19,22,24,26,26,29,29,29,28,28,29,30,31,31,31,31,31,31,31,29,30,29,30,31,31,33,33,33,34,33,34,34,33,34,33,33,31,31,30,29,28,26,24,23,21,20,20,17,14,9,7,6,0,0,0,0,1,2,3,2,1,1,0,0,0
"56",261,10,10,9,9,10,10,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,11,11,10,9,8,8,8,8,8,9,9,10,8,6,6,6,5,5,5,5,6,7,8,10,11,10,9,9,9,9,9,8,9,6,6,6,4,4,4,4,3,2,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,2,3,3,3,3,3,4,4,6,6,6,7,7,9,7,7,7,8,9,8,8
"57",262,5,5,5,7,7,7,10,10,10,13,13,13,13,15,15,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,17,16,15,15,15,14,9,9,9,8,8,7,6,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,4,4,3,3,3,4,4,4,3,2,3,4,4
"58",263,10,9,9,9,8,8,8,4,3,3,2,0,1,3,3,2,3,4,4,4,4,3,5,4,7,7,7,8,8,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,3,4,2,2,2,2,1,0,1,0,1,2,0,0,0,1,2,2,0,0,1,2,2,2,2,3,4,3,1,0,0,2,4,6,7,7,8,7,7,9,7,8,7,7,7,3,2,3,3,2,2,4,1,0,0,0,0,2,0,0,0,0,2,1,2,2,0,0,1,4,7,1,0,0,1,3,6,6,6,6,6
"59",264,0,1,4,4,5,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,4,3,3,3,2,2,2,2,4,6,5,9,10,11,16,23,24,24,23,24,24,24,24,24,24,24,24,23,23,23,23,23,24,23,23,23,24,24,24,22,21,22,21,22,21,22,22,22,21,21,22,23,20,20,20,21,22,24,24,24,24,24,22,22,21,20,19,16,14,12,9,0,0,1,2,1,1,0,1,0,2,1,0
"60",265,27,26,26,27,27,27,29,32,33,33,32,32,31,31,31,32,32,31,30,30,28,29,30,30,31,31,30,31,31,31,31,32,32,32,31,31,31,31,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,18,20,20,20,21,20,19,18,18,19,18,19,15,13,13,9,3,0,0,0,1,1,2,1,2,2,2,1,1,0,0,0,1,0,0,0,0,1,3,1,2,2,2,0,0,0,0,0,0,0,1,0,0,1,1,4,7,5,7,8,9,10,9,10,10,11,11,11,12,14,20,22,25,28,33,33,30,30,30,28,30
"61",266,12,14,15,15,15,19,20,20,20,20,21,21,22,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,12,12,12,11,9,8,7,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,2,2,3,3,0,0,2,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2,2,2,1,3,2,1,2,3,4,5,7,10,10,12,12
"62",267,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,3,3,2,0,1,1,5,5,5,4,5,6,4,5,4,4,4,5,6,3,2,3,3,7,6,4,3,3,3,3,3,1,1,1,0,1,3,5,5,5,6,7,6,6,10,8,6,5,7,6,4,2,1,3,2,0,2,2,0,1,1,3,1,1,0,1,0,0,0
"63",268,1,2,0,1,1,0,0,0,1,0,0,1,2,2,1,2,4,4,5,6,6,7,7,7,6,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,1,1,0,1,1,1,4,5,1,3,5,5,6,9,9,14,16,18,22,23,23,23,23,21,21,22,21,21,23,24,24,24,23,21,20,17,18,17,17,16,15,14,15,17,18,18,16,20,17,16,16,12,11,11,12,13,11,11,11,11,7,6,7,4,4,3,1,0,0,1,3,1,1,0,0,0,0,0,0
"64",270,21,21,21,21,21,21,21,21,19,20,20,21,21,21,21,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,20,20,18,18,18,18,18,17,18,17,15,12,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,2,2,1,0,0,1,1,2,0,1,3,5,4,6,8,8,9,13,12,13,14,16,19,19,21,21,21,21
"65",274,14,15,15,15,15,15,15,17,16,16,16,16,16,16,16,15,15,17,17,17,17,17,17,17,17,17,16,16,16,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,1,1,1,2,2,3,3,2,2,2,4,3,3,4,4,5,5,6,4,4,3,3,4,4,4,3,3,3,1
"66",275,11,11,12,12,12,12,12,12,13,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,13,13,13,11,10,9,9,9,9,8,7,7,4,4,4,4,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,3,3,2,3,2,2,2,2,2
"67",276,0,1,0,0,4,4,3,2,0,0,1,3,2,2,2,2,3,3,3,3,3,4,4,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,0,0,0,1,0,1,1,2,0,3,3,2,3,3,3,8,13,17,16,17,23,23,23,22,21,21,21,21,21,20,20,17,16,18,18,20,20,21,22,23,24,25,25,24,25,25,23,22,22,21,20,21,20,23,23,23,23,21,23,23,23,24,25,21,22,21,20,19,15,13,11,11,8,7,6,6
"68",278,16,16,15,15,15,14,13,13,13,13,13,14,14,15,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,12,12,12,12,12,12,12,12,13,14,14,14,14,13,13,13,11,11,11,9,10,9,8,6,4,0,0,0,0,0,6,5,5,5,5,6,6,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,5,5,4,4,5,5,5,5,5,6,6,6,9,10,10,10,10
"69",279,3,5,5,7,6,6,5,5,7,7,9,9,10,10,8,8,7,7,8,8,6,6,6,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,13,15,15,15,16,15,18,15,15,14,17,18,18,16,16,17,16,15,15,17,19,19,19,21,22,22,24,24,23,24,22,23,24,24,24,24,26,28,28,27,28,28,27,26,25,25,26,30,29,29,25,25,25,25,26,28,29,28,24,25,28,30,28,29,28,27,25,24,24,26,26,25,24,25,24
"70",280,26,28,28,26,26,24,24,25,26,27,29,28,26,25,25,24,25,23,23,26,26,25,24,24,22,23,23,23,23,23,22,22,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,19,19,14,14,14,11,12,13,12,12,7,7,9,10,7,5,4,7,9,8,7,6,6,7,7,10,9,12,13,15,19,16,17,16,15,17,18,20,22,22,22,19,20,20,20,18,19,17,14,20,18,20,22,25,26,24,23,22,23,26,25,22,23,27,29,25,24,22,20,17,19,18,23,25,25,17,18
"71",281,0,1,17,18,16,9,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,3,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,7,8,9,12,13,13,16,19,23,26,31,37,44,43,52,53,52,53,53,50,51,54,51,47,50,54,53,52,54,53,47,43,37,38,36,38,42,45,44,47,44,43,46,45,44,41,44,43,44,43,42,39,44,35,38,34,32,30,32,34,45,43,42,41,40,37,33,16,5,0,0,0,0,0,2,0,0,0,0,1,0,0
"72",282,13,13,14,12,12,12,12,12,12,12,14,14,14,14,15,14,14,14,15,15,15,16,16,16,17,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,16,16,16,15,15,15,15,16,16,15,15,15,15,17,16,16,16,16,15,15,14,13,13,13,12,10,11,11,12,11,12,12,13,10,10,11,15,11,11,13,10,10,14,14,14,14,14,14,13,13,13,12,10,10,10,10,10,11,10,10,10,11,11,12,13,13,15,16,16,14,13,13,12,11,12,12,13,13,13,13,11,11,11
"73",284,39,41,42,42,42,40,41,42,41,39,37,37,39,39,41,42,41,37,38,38,38,37,37,36,36,35,35,34,34,32,32,32,31,31,31,31,31,31,31,31,30,30,30,18,15,16,16,16,16,16,16,14,14,14,14,13,13,13,13,13,13,14,13,11,10,13,14,15,15,17,19,19,21,23,28,28,23,22,19,18,15,14,12,11,9,7,5,7,5,2,0,1,1,1,3,1,1,3,5,3,4,5,2,1,1,4,4,3,4,2,0,3,5,7,10,12,11,10,9,7,6,8,6,10,11,13,12,12,15,18,22,21,25,31,33,31,33,32,30,31,31,29,36,37,41
"74",285,6,1,0,0,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,2,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,4,5,6,7,8,7,9,10,11,11,16,16,18,20,22,22,27,25,26,28,35,38,40,42,42,45,43,44,43,42,45,45,44,45,40,40,38,36,35,42,40,38,36,33,33,34,33,36,36,35,38,40,42,42,42,40,34,40,40,43,40,36,39,38,39,41,41,37,38,35,34,30,27,25,17,15,17,11,8,10,7,2,2,2,9,11,10,8
"75",289,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,9,11,11,11,12,13,13,13,13
